created_time,message,id
2016-02-05T00:19:10+0000,"Today is all about celebrating our friends and connections. Earlier this week we invited 18 members of our community, who have incredible stories about connecting, to our Menlo Park headquarters. Here’s to new friends, old friends, and yet-to-be friends!",20531316728_10154374733446729
2016-02-04T20:19:39+0000,Shout out to GirlCrew and other groups that bring people together to foster new friendships. #friendsday,20531316728_10154376658486729
2016-02-04T17:33:00+0000,,20531316728_10154376342171729
2016-01-21T19:28:14+0000,,20531316728_10154345511416729
2015-12-13T18:13:20+0000,"2015 brought us triumph, tragedy, heartbreak and hope. Here's to all the connections we've made this year, and all the ones we'll make in the next.",20531316728_10154249775416729
2015-12-09T19:00:49+0000,"Friends don't let friends copy and paste memes. While Priscilla and Mark's pledge to give money to improve the world is real, not everything you read on the internet is, and they're not giving it away randomly. Be safe out there, sweepstakes seekers.",20531316728_10154244454516729
2015-12-09T13:30:00+0000,"As the end of the year approaches, we're reflecting on the events that moved us, inspired us and brought us together in 2015.",20531316728_10154243083616729
2015-12-01T08:00:01+0000,"Happy #GivingTuesday! Today we’re inspired by people like Rex Hohlbein, the creator of Homeless in Seattle, and his incredible dedication to spreading love in his community.",20531316728_10154225545396729
2015-11-14T09:02:16+0000,,20531316728_10154189880766729
2015-11-14T08:38:11+0000,We stand together. #JeSuisParis,20531316728_10154189824321729
2015-11-10T18:48:15+0000,"Is it just us, or did it just get real presidential in here? We're excited that you've joined the community President Obama. Welcome. 🇺🇸",20531316728_10154182834246729
2015-11-03T22:55:59+0000,"Some of the leading minds in artificial intelligence research are working at Facebook to develop smart systems. With advances in research that can help computers see what's in photos and understand language, you can imagine the value in Facebook products and services: The better we can understand and describe what’s in an image, the better job we will do of showing you the right things in your feed and surfacing useful search results. This work is already having an impact — with these technologies, Facebook will soon be able to describe what's in a photo to people with vision loss.",20531316728_10154169181966729
2015-10-26T16:00:01+0000,Helpful Tip: You can unfollow an oversharing friend and they'll never know.,20531316728_10154150471191729
2015-10-23T13:00:00+0000,"We’re excited to introduce TechPrep, a resource hub where underrepresented people and their parents and guardians can learn more about computer science and programming and find resources to get them started. By exposing people to computer science and programming and guiding them to resources, we hope to reduce some of the barriers that block potential from meeting opportunity.
 
Parents and guardians are influential figures in students’ lives. Karen is a mother who believed deeply in the potential of her own children and worked hard to find the resources to build their skills in CS. Watch Karen’s story, and learn more.",20531316728_10154145090336729
2015-10-20T20:38:21+0000,"Today we launched Instant Articles for iPhone ­- a beautiful new way to read articles in News Feed that is faster and more interactive than ever before.

Starting today, everyone on iPhone can read thousands of Instant Articles from their favorite publishers every day. Look for the lightning bolt on the top right corner of some stories shared in News Feed. The lightning bolt indicates it's an Instant Article. When you tap the story, it loads ten times faster than a standard mobile web article and the reading experience is beautiful and more interactive.

We hope you love it as much as we do.",20531316728_10154140667301729
2015-09-29T00:36:53+0000,"While there may be water on Mars, don't believe everything you read on the internet today. Facebook is free and it always will be. And the thing about copying and pasting a legal notice is just a hoax. Stay safe out there Earthlings!",20531316728_10154095097461729
2015-09-28T13:30:01+0000,"In April and May, the Facebook community donated over $15 million to support Nepal Earthquake survivors. We'd like to share an update on how your donations are helping International Medical Corps and the people of Nepal rebuild.",20531316728_10154085994656729
2015-09-26T22:02:13+0000,Join us and many others by sharing your support to make universal internet access for everyone in the world a reality. www.one.org/connecttheworld #connecttheworld #globalgoals,20531316728_10154090187691729
2015-09-24T22:02:44+0000,"We're launching 360 video on Facebook. To create 360 videos, a special set of cameras are used to record 360 degrees of a scene simultaneously. So when you watch 360 videos on Facebook, you can choose what angle you want to see it from. 
Starting today, you'll be able to view these videos on the web or on Android devices. We plan to roll this out for iOS devices in the coming months. We hope you enjoy this immersive view of the Jakku desert from Star Wars.",20531316728_10154085960266729
2015-09-23T16:31:09+0000,Here are some highlights from Mark’s Townhall Q&A last week.,20531316728_10154083433666729
2015-08-27T21:02:00+0000,,20531316728_10154009990506729
2015-08-27T20:52:58+0000,"Today, 1,000,000,000 of us were together on Facebook.",20531316728_10154009776186729
2015-08-08T17:01:09+0000,"Together we can help Myanmar flood survivors rebuild. Facebook will match your donation, up to a total of $500,000. #SupportMyanmar",20531316728_10153956465406729
2015-05-08T16:25:14+0000,"There is still so much work to be done, but together we are making a difference in Nepal. Learn more here: https://www.facebook.com/nepalearthquakesupport.",20531316728_10153670419911729
2015-03-30T07:00:01+0000,A short message can wind up taking you far away.,20531316728_10153557898436729
2015-03-23T15:42:17+0000,At least one of your friends knows a thing or two about tents.,20531316728_10153541699316729
2015-03-10T20:03:35+0000,"If there’s a natural disaster in your area, let everyone know you’re okay with Safety Check. Learn more: http://www.facebook.com/about/safetycheck",20531316728_10153508262871729
2015-02-23T21:38:45+0000,Sometimes it’s not who you know but who they know.,20531316728_10153465558921729
2015-02-17T19:22:23+0000,"With ad preferences, you can influence which ads you see in your News Feed. Learn how at the new Facebook Privacy Basics. http://on.fb.me/Privacy-Basics-Ads",20531316728_10153448485086729
2015-02-12T18:40:53+0000,Love is for sharing.,20531316728_10153436137921729
2015-02-04T18:32:00+0000,Friendship can overcome any distance.,20531316728_10153415603156729
2015-02-04T14:14:31+0000,For all that friends do. #friendsday,20531316728_10153414625651729
2015-02-02T18:42:10+0000,Stay connected with all of your groups with the new Facebook Groups app. Learn more: http://www.facebookgroups.com,20531316728_10153410654521729
2015-01-31T16:47:09+0000,Check out the Trending Super Bowl experience at www.facebook.com/superbowl,20531316728_10153405659786729
2015-01-26T18:45:48+0000,Not every invitation needs a place and time.,20531316728_10153394223036729
2015-01-19T19:35:03+0000,Discover local events you and your friends might be interested in. https://www.facebook.com/events,20531316728_10153378858696729
2015-01-12T14:36:38+0000,Learn how to untag yourself from a friend's photo at the new Facebook Privacy Basics: http://on.fb.me/Privacy-Basics-Photo,20531316728_10153361426046729
2015-01-05T19:54:31+0000,You're never too old to get together and have fun with your friends.,20531316728_10153338636501729
2014-12-23T00:05:47+0000,"At the end of each year, we reflect. We remember challenges and triumphs. We celebrate the moments that connect us. Take a look back on 2014.",20531316728_10153280475116729
2014-12-18T08:00:00+0000,See the top moments of the year as they happened on Facebook.,20531316728_10153264329856729
2014-12-14T08:00:01+0000,How to change your password.,20531316728_10153253485431729
2014-12-11T08:00:00+0000,How to block someone.,20531316728_10153231595726729
2014-12-08T08:00:00+0000,How to edit a post.,20531316728_10153231498031729
2014-12-05T08:00:00+0000,How to share with just friends.,20531316728_10153231379946729
2014-12-02T08:00:00+0000,How to untag a photo.,20531316728_10153229687021729
2014-11-23T08:00:00+0000,"Even if they're not expecting it, a friend will always appreciate it. #saythanks",20531316728_10153209288311729
2014-11-20T05:00:01+0000,Looking for the perfect way to say thanks to a friend? Download the sticker pack here: http://on.fb.me/saythanks-stickerpack #saythanks,20531316728_10153203680141729
2014-11-17T14:13:07+0000,You control who sees what you post. Learn how at the new Facebook Privacy Basics. http://on.fb.me/Privacy-Basics-Posts,20531316728_10153198018266729
2014-11-13T14:15:22+0000,Learn how to take charge of your privacy and more at the new Facebook Privacy Basics. https://www.facebook.com/about/basics,20531316728_10153188997856729
2014-11-10T19:00:24+0000,"Last week, Mark Zuckerberg announced three different ways that Facebook is doing its part to help stop the spread of Ebola. Check out www.facebook.com/fightebola to learn more and donate to help #fightebola.",20531316728_10153182927966729
2014-11-06T17:15:00+0000,"Today Mark Zuckerberg announced how Facebook is joining the global fight against Ebola. Watch Mark's video to learn more about our efforts, or check out www.facebook.com/fightebola.",20531316728_10153172856471729
2014-11-06T08:00:01+0000,"No matter what you're doing, friends always have your back.",20531316728_10153173373811729
2014-11-03T22:55:26+0000,"On Thursday, November 6, Mark Zuckerberg will host his first public Q&A on Facebook. Submit your questions and tune in to this special event for the entire Facebook community at www.facebook.com/qawithmark.",20531316728_10153168359061729
2014-10-20T07:00:01+0000,Sometimes being there for a friend means you have to be there.,20531316728_10153134114936729
2014-10-13T07:00:00+0000,"It doesn't matter if you forget the lyrics, if you remember to invite your friends.",20531316728_10153117845476729
2014-10-09T00:24:41+0000,"Making friends isn't always easy, but it's always worth it.",20531316728_10153104468906729
2014-09-26T19:29:41+0000,Friends can help you find whatever it is you're looking for. Learn how http://on.fb.me/activityicons,20531316728_10153073018416729
2014-09-09T07:00:00+0000,Any day is a good day to reach out to old friends.,20531316728_10153036144311729
2014-09-05T19:59:10+0000,Finding the friends you have in common with someone else is easy. Just click on the Friends tab in their profile.,20531316728_10153027379121729
2014-08-24T07:00:00+0000,"No matter how long it's been, it won't take long to feel like old times.",20531316728_10152994248996729
2014-08-06T07:00:00+0000,Express yourself better with our activity icons in your status update. Learn how: http://on.fb.me/activityicons,20531316728_10152950733046729
2014-07-28T07:00:00+0000,Take a look back through all of the moments you've shared with a friend. Here's how: http://on.fb.me/friendshiphistory,20531316728_10152923486111729
2014-07-17T07:00:01+0000,"Keep what happens between friends, between friends. Learn how to change who can see your posts here: http://on.fb.me/privacysettings",20531316728_10152897450461729
2014-07-07T06:34:16+0000,A friend's discovery can lead to your next adventure.,20531316728_10152871796826729
2014-06-20T23:32:58+0000,The new LEGO Minifigures sticker pack has arrived. Get them all here: http://on.fb.me/LEGO-Minifigures,20531316728_10152831663911729
2014-06-10T12:30:01+0000,"Join your fellow friends and fans, and follow the scores and stories from Brazil the moment they happen.",20531316728_10152803518086729
2014-05-29T01:06:36+0000,"""I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.""

—Maya Angelou",20531316728_10152774503131729
2014-05-18T03:44:04+0000,,20531316728_10152750253241729
2014-05-03T00:48:35+0000,Find out the story of our Facebook Foxes sticker pack—then download the stickers here: http://bit.ly/FBFoxStickers,20531316728_10152716016356729
2014-03-19T00:50:44+0000,"You may have noticed we've updated your News Feed with a fresh new look, bigger stories and a simpler design. We hope you like it.",20531316728_10152612198081729
2014-03-08T19:41:24+0000,Let your friends know how they inspire you. Celebrate International #WomensDay.,20531316728_10152589824311729
2014-02-13T16:00:12+0000,Love stickers? You'll love these. Here's a gift from us to you. Download the new sticker pack here. http://on.fb.me/LoveisintheAir,20531316728_10152533705191729
2014-02-05T08:00:00+0000,Take a look back on some of your most celebrated moments over the years.,20531316728_959895899447
2014-02-04T08:00:00+0000,"Our 10th birthday only happened because of all your friendships, stories and memories along the way. Thank you.",20531316728_10152511560381729
2014-01-29T17:00:01+0000,There’s more than one way to give a thumbs up. Learn how to get the Likes sticker pack here: http://on.fb.me/stickerhelp,20531316728_10152497608646729
2013-12-06T17:09:07+0000,"""What counts in life is not the mere fact that we have lived. It is what difference we have made to the lives of others that will determine the significance of the life we lead.""
— Nelson Mandela",20531316728_10152364602581729
2013-09-30T18:33:42+0000,Imagine a world where everyone has the power to share knowledge and use the internet for innovation. Internet.org outlines the plan make the internet more accessible and efficient in order to #connecttheworld.,20531316728_10152196563766729
2013-08-21T03:59:04+0000,Every one of us. #ConnectTheWorld ,20531316728_10152101388076729
2013-08-21T03:16:03+0000,"Today, we're announcing Internet.org, a global partnership between technology leaders, nonprofits, local communities and experts who are working together to bring the internet to the two thirds of the world's population that doesn't have it. #ConnectTheWorld",20531316728_10152101244851729
2013-07-01T22:25:12+0000,"This weekend, more than 700 Facebook employees, including Mark Zuckerberg, as well as former Super Bowl champion Brendon Ayanbadejo, marched in the San Francisco Pride Parade to show their support for the LGBTQ community. To stay up to date on the latest information around LGBTQ and diversity at Facebook, follow Facebook Diversity. #PrideConnectsUs",20531316728_10151994129676729
2013-06-26T17:40:00+0000,"Approximately 70% of people on Facebook in the U.S. are connected to a friend who has expressly identified themselves as gay, lesbian or bisexual on their timeline. #PrideConnectsUs",20531316728_10151984153596729
2013-06-21T04:19:50+0000,"Chatter about this year's #NBAFinals generated more than 100 million posts, comments and likes on Facebook. Check out the series' most-buzzed-about moments and join the conversation!",20531316728_10151973274986729
2013-06-19T21:12:54+0000,Watch an 80s hair band reunite for one last show after Facebook brought them together again.,20531316728_10151970436751729
2013-06-12T13:27:18+0000,Facebook's newest data center - one of the most efficient and sustainable data centers on the planet - is now serving live user traffic from around the world.,20531316728_10151956024336729
2013-05-02T16:57:25+0000,"Yesterday, we had a special visit at Facebook HQ from Brandon Stanton, the photographer behind Humans of New York. ",20531316728_10151883063741729
2013-05-01T17:58:37+0000,See how social media is helping one family rebuild after the Boston Marathon tragedy.,20531316728_10151881360826729
2013-04-15T22:27:56+0000,"If you are currently in Boston, the American Red Cross recommends registering with its Safe and Well site to let your loved ones know you are safe. ",20531316728_149193225255919
2013-04-05T16:56:23+0000,See how Facebook Home puts your friends at the heart of your phone. www.facebookhome.com,20531316728_10102679448949689
2013-02-21T22:50:45+0000,"When National Geographic discovered Alpine-Photography by Kamil Tamiola on Facebook, it gave Kamil the boost he needed to turn the hobby he loved into a full-time career.",20531316728_101756293344675
2013-02-10T12:59:25+0000,"This Sunday is the Lunar New Year, and we at Facebook want to wish everyone around the world, especially those who celebrate this occasion, a very happy Lunar New Year. See more photos at Facebook Diversity.",20531316728_10151733211311729
2013-01-23T18:06:26+0000,"How do you stay motivated when you're taking on one of the world's toughest ascents? See how rock climber Tommy Caldwell brings the encouragement of his friends, family and fans along for the ride.",20531316728_114050248773706
2013-01-15T20:00:01+0000,"Now you can find more of what you're looking for on Facebook and discover fun connections between people, places and things: http://fb.com/graphsearch",20531316728_10151662508361729
2012-12-12T21:39:42+0000,"We took the pulse of the global community on Facebook in 2012 to assemble a series of trend lists, chronicling the top events, the most popular public figures, the most listened to songs on Facebook and more. These are the trends for the United States.",20531316728_10151605048446729
2012-12-06T18:04:07+0000,"When Jay Jaboneta heard that a group of children in the Philippines have to swim to school, he started a fundraiser on Facebook to buy them a boat - only to realize that the solution required a more local perspective.",20531316728_395870630487365
2012-10-31T19:00:00+0000,,20531316728_10152580066656729
2012-10-05T18:27:34+0000,,20531316728_10151498176366729
2012-09-28T19:34:41+0000,"In one Canadian community, a Facebook group is a way to find solutions for a food crisis: http://bit.ly/SimUvp",20531316728_10151488294631729
2012-09-10T13:06:20+0000,"This month's issue of Facebook Stories is all about distance, but nothing is ever as far away as you think.",20531316728_433972606649175
2012-05-24T05:06:09+0000,Share photos faster than ever and see all your friends' latest shots in one place. https://www.facebook.com/mobile/camera,20531316728_3902879808751
2012-05-18T07:00:00+0000,,20531316728_10151485828781729
2012-09-06T23:38:50+0000,The Instagram team on their first tour of Facebook Headquarters in Menlo Park,20531316728_10151457840876729
2012-01-19T01:26:53+0000,Introducing New Apps for Timeline,20531316728_10150469721182131
2012-01-12T18:00:00+0000,Listen to Music With Your Friends,20531316728_10150457932027131
2011-12-31T20:00:00+0000,,20531316728_10152580064216729
2011-12-15T18:00:09+0000,Timeline: Now Available on Mobile,20531316728_10150408335607131
2011-12-15T12:30:57+0000,Timeline: Now Available Worldwide,20531316728_10150408488962131
2011-12-07T19:30:01+0000,A Faster Facebook for Android,20531316728_10150393505147131
2011-12-07T05:01:05+0000,Like My Status: Memology 2011,20531316728_10150391956652131
2011-11-29T17:39:16+0000,Our Commitment to the Facebook Community,20531316728_10150378701937131
2011-11-09T03:35:49+0000,Watch Mark Zuckerberg and Sheryl Sandberg as they sit down with Charlie Rose to talk about the evolution of Facebook. ,20531316728_291364440887788
2011-11-09T00:10:14+0000,,20531316728_10150664700391729
2011-11-09T00:10:14+0000,,20531316728_10150664700386729
2011-11-09T00:10:13+0000,,20531316728_10150664700381729
2011-10-19T19:03:16+0000,,20531316728_296617733681934
2011-10-10T20:43:43+0000,,20531316728_227643797297134
2011-10-10T20:07:24+0000,"Starting today, in addition to your smartphone or feature phone apps,  there’s a new way to experience Facebook—the iPad app. Now you can enjoy your favorite parts of Facebook, combined with the best of the iPad. To get Facebook for iPad today, visit www.facebook.com/ipad.",20531316728_243507375696500
2011-09-26T20:58:21+0000,"House Majority Leader Eric Cantor, Majority Whip Kevin McCarthy and Budget Chairman Paul Ryan will join Facebook's Sheryl Sandberg on Facebook Live. Don't forget to tune in at 3 p.m. PT/6 p.m. ET.",20531316728_198152410257702
2011-09-22T19:36:20+0000,Andy Samberg on stage with Mark at our conference today where we announced timeline.,20531316728_202223299844341
2011-09-22T17:30:48+0000,Tell Your Story with Timeline,20531316728_10150289612087131
2011-09-20T19:31:35+0000,,20531316728_268472399849975
2011-09-14T17:00:03+0000,Introducing the Subscribe Button,20531316728_10150280039742131
2011-09-13T16:59:25+0000,Improved Friend Lists,20531316728_10150278932602131
2011-08-30T22:12:51+0000,Have you or a friend found a job using Facebook? We want to hear from you. Tell us your employment story and we may get in touch about featuring it: http://on.fb.me/mR99zo,20531316728_118027121631906
2011-08-26T21:20:44+0000,,20531316728_183413041731698
2011-08-23T18:00:26+0000,,20531316728_269535899724801
2011-08-18T21:07:02+0000,Last week we introduced Messenger - a mobile app that gives you a simple way to send messages directly to friends and small groups.  Learn more: www.facebook.com/mobile/messenger,20531316728_223802871005679
2011-08-16T16:57:37+0000,"Tune in to Facebook Live on Tuesday, August 16th at 6 PM BST / 1 PM EST / 10 AM PST for an Introduction to Facebook Messenger with the team who worked on the app. Learn about a faster way to message on your mobile phone and ask the team questions. Go to www.facebook.com/mobile/messenger to learn more.",20531316728_187698317962927
2011-08-12T22:16:26+0000,Facebook Groups is a great way to share information with small groups of people in your life. Want to know more?  Here's a simple guide:,20531316728_197492966976445
2011-08-12T00:21:00+0000,Making Games Better,20531316728_10150251242342131
2011-08-10T20:21:11+0000,"Rumors claiming that your phone contacts are visible to everyone on Facebook are false. Our Contacts list, formerly called Phonebook, has existed for a long time. The phone numbers listed there were either added by your friends themselves and made visible to you, or you have previously synced your phone contacts with Facebook. Just like on your phone, only you can see these numbers.",20531316728_10150353502026729
2011-08-09T19:03:11+0000,A Faster Way to Message on Mobile,20531316728_10150249543542131
2011-07-29T23:05:04+0000,"Games on Facebook are fun to play with your friends and family. Looking for a new game? DJ with your friends on turntable, play some classic PAC-MAN S, show up your friends in Brain Buddies, or build a Happy Hospital. What are your favorite games? ",20531316728_174444132625801
2011-07-29T17:04:56+0000,"Today, we've improved the design of the Account Settings page to make editing and updating your account information easier. None of your settings have changed, it just has a new look and feel. Check it out: ",20531316728_207766575939759
2011-07-19T18:08:30+0000,We want to help small businesses be successful on Facebook – and that's why we're offering Facebook Page makeovers to five companies nominated by you. Go to facebook.com/shopsmall or click the link to vote for the five companies that you think should win.,20531316728_182641765134052
2011-07-14T16:47:24+0000,"Discovering music with your friends just got easier. Spotify, now available in the US, uses Facebook features to help you find great new music. Check it out: http://www.spotify.com",20531316728_221504961224958
2011-07-11T21:20:21+0000,"Young Israelis and Palestinians created a Facebook Page to bridge the gap between their cultures through ongoing dialogue.  Members of the page discuss the prospects of peace as well as soccer, photography, and music. The page can be found at http://www.facebook.com/yalaYL",20531316728_242979359055331
2011-07-06T21:30:13+0000,"Earlier today, we announced the integration of Video Calling, Group Chat and a new Chat design. With face-to-face video calling, now you can watch your friends smile, wink and LOL. To get started, visit http://www.facebook.com/videocalling. Call your friends to instantly give them access to Video Calling.",20531316728_124336834321796
2011-07-06T17:23:06+0000,Call Your Friends Right From Facebook,20531316728_10150223135777131
2011-07-01T21:07:25+0000,Facebook Stories is about how connections impact people’s lives. Have you ever:,20531316728_10150316495386729
2011-07-01T00:53:27+0000,"You may have noticed a box appearing on the right of your home page called ""Photos are better with friends."" This is a new way of telling you about features we have added to Facebook such as our Photo Tag Suggest. We showed this to help people to learn about Photo Tag and how they can control it.",20531316728_245406335484993
2011-06-30T17:53:56+0000,"Happy Social Media Day!  To celebrate, we asked you to vote on a charity for us to honor, and you picked the International Committee of the Red Cross.  The ICRC helps victims of armed conflicts and violence.  Join us in liking the ICRC's page on Facebook.  How has social media helped you to learn about issues around the world?",20531316728_126323674120684
2011-06-27T21:36:58+0000,"For Social Media Day, we plan to honor a charity. Help us choose which:  [Thursday is Social Media Day, a day where we celebrate social media’s impact on our lives.]",20531316728_10150312781211729
2011-06-24T21:03:22+0000,What types of events have you planned using Facebook Events?,20531316728_10150310002821729
2011-06-23T21:54:30+0000,"Story of the Week: When tornadoes ripped through his hometown, Brent Beshore set up a Facebook Page to connect displaced families. Through a partnership with the Heart of Missouri United Way, the page raised $1.34 million in disaster relief.",20531316728_182215905167032
2011-06-22T16:43:28+0000,Join us for a sit-down with members of the User Operations team on Facebook Live today at 10 AM PT / 1 PM ET. The team will be discussing their top tips and common issues they run into when supporting the over 500 million people who use Facebook. ,20531316728_233154770036239
2011-06-14T15:53:17+0000,"RockMelt launched a new Facebook integration that makes it easy to take your friends on Facebook with you around the web. With the social browser, you can view your Facebook notifications, chat with friends, and send messages from any site. Download RockMelt at www.rockmelt.com to try it out for yourself.",20531316728_208324429210910
2011-06-11T14:41:52+0000,Over 45 million people have connected with the Facebook Page.  What makes you want to follow a Page? ,20531316728_10150288915506729
2011-06-10T17:36:54+0000,"As of today, over 45 million people around the world have liked the Facebook Page. From sharing who you honored on Memorial Day to telling us you wanted to learn more about Groups, we're thankful to  each of you for your continued support. What stories have been your favorites?",20531316728_10150288186776729
2011-06-10T00:17:34+0000,"This is Jordan. After the earthquake in Haiti, he tried to find a way to help in the relief efforts but was turned down by many non-profits for not having previous experience in Disaster Aid. Read this amazing story about how Jordan still found a way to help on his own by walking 2,000 miles from Minneapolis, MN to Miami, FL here: http://on.fb.me/m5kWDe.",20531316728_10150287396736729
